link_src,link_track,pdt_dis_nm,name,sc_id,stock_name,sc_sector_id,sc_sector,forum_topics_url,Mkt Cap (Rs. Cr.),Previous Close,Face Value,TTM EPS,TTM PE,Book Value Per Share,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),NP After MI And SOA / Share (Rs.),PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),NP After MI And SOA Margin (%),Return on Networth/Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Interest Coverage Ratios (%),Interest Coverage Ratios (Post Tax) (%),Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,Operating Revenue Per Share,ROCE (%),CASA (%),Net Profit After MI And SOA Margin (%),Operating Profit Margin (%),Return On Assets (%),Return On Equity/Networth (%),Net Interest Margin (%),Cost To Income (%),Interest Income/Total Assets (%),Non-Interest Income/Total Assets (%),Operating Profit/Total Assets (%),Operating Expenses/Total Assets (%),Interest Expenses/Total Assets (%),Enterprise Value (Rs.Cr),EV Per Net Sales (X),Price To Book Value (X),Price To Sales (X),Earnings Yield (X),Key Financial Ratios of(in Rs. Cr.),Key Financial Ratios of Container Corporation of India(in Rs. Cr.),Key Financial Ratios of Pritish Nandy Communications(in Rs. Cr.)
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nglfinechem/NGL,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NGL&type=stock,"NGL Fine Chem&nbsp;<span>INE887E01022, NGLFINE, 524774</span>",NGL Fine Chem,NGL,NGL Fine Chem,PH,Pharmaceuticals,https://mmb.moneycontrol.com/forum-topics/stocks/ngl-fine-chem-118975.html,889,"1,437.60",5.00,33.79,42.60,457.16,34.19,34.19,54.35,457.16,457.16,596.08,68.79,48.64,44.86,34.19,34.19,11.54,8.15,7.52,5.73,5.73,7.47,9.55,4.87,0.26,0.93,1.98,1.55,7.79,5.11,3.22,94.89,96.78,18.21,18.21,755.77,2.05,17.78,1.87,94.88,2.44,1.87,0.03,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nextmediaworks/MDM01,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=MDM01&type=stock,"Next Mediaworks&nbsp;<span>INE747B01016, NEXTMEDIA, 532416</span>",Next Mediaworks,MDM01,Next Mediaworks,ME,Media & Entertainment,https://mmb.moneycontrol.com/forum-topics/stocks/next-mediaworks-4822.html,45,6.92,10.00,9.51,0.72,-14.49,9.51,9.51,8.95,-3.74,-3.74,4.53,0.19,-0.72,8.05,8.05,9.51,4.08,-15.82,177.54,177.54,209.69,-254.50,-50.84,657.02,-1.38,0.69,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.06,0.06,76.35,2.52,61.57,1.38,0.00,-1.68,1.39,1.51,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/nhpc/N07,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=N07&type=stock,"NHPC&nbsp;<span>INE848E01016, NHPC, 533098</span>",NHPC,N07,NHPC,UL,Utilities,https://mmb.moneycontrol.com/forum-topics/stocks/nhpc-509082.html,"87,321",86.37,10.00,3.05,28.50,39.97,2.72,2.99,4.58,39.49,39.49,10.33,6.84,5.65,4.74,3.39,2.99,66.17,54.68,45.90,32.84,28.96,7.57,6.21,2.92,0.99,0.11,1.62,1.60,46.42,63.47,45.44,36.53,54.56,5.78,5.78,"124,798.50",12.02,18.17,7.96,36.52,2.08,7.96,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/nhpc/N07,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=N07&type=stock,"NHPC&nbsp;<span>INE848E01016, NHPC, 533098</span>",NHPC,N07,NHPC,UL,Utilities,https://mmb.moneycontrol.com/forum-topics/stocks/nhpc-509082.html,"87,321",86.37,10.00,3.05,28.50,39.97,2.72,2.99,4.58,39.49,39.49,10.33,6.84,5.65,4.74,3.39,2.99,66.17,54.68,45.90,32.84,28.96,7.57,6.21,2.92,0.99,0.11,1.62,1.60,46.42,63.47,45.44,36.53,54.56,5.78,5.78,"124,798.50",12.02,18.17,7.96,36.52,2.08,7.96,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NP08&type=stock,"Nilkamal&nbsp;<span>INE310A01015, NILKAMAL, 523385</span>",Nilkamal,NP08,Nilkamal,MF,Manufacturing,https://mmb.moneycontrol.com/forum-topics/stocks/nilkamal-4543.html,"2,347","1,559.60",10.00,69.28,22.71,996.61,71.32,71.32,146.95,996.61,996.61,"2,219.96",197.04,116.55,89.22,66.45,71.32,8.87,5.24,4.01,2.99,3.21,7.15,9.00,4.18,0.25,1.39,2.30,1.17,2.18,28.04,13.17,71.96,86.83,7.21,7.21,"2,530.87",0.76,8.61,0.69,71.95,1.54,0.69,0.05,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/bearings/nrbindustrialbearings/NRB01,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NRB01&type=stock,"NRB Industrial Bearings&nbsp;<span>INE047O01014, NIBL, 535458</span>",NRB Industrial Bearings,NRB01,NRB Industrial Bearings,EC,Engineering & Capital Goods,https://mmb.moneycontrol.com/forum-topics/stocks/nrb-industrial-509577.html,68,27.34,2.00,8.91,3.15,-23.22,7.69,7.69,11.33,-36.25,-36.25,26.31,-2.96,-6.74,7.55,7.55,7.69,-11.26,-25.62,28.70,28.70,29.23,-21.21,-29.13,14.66,-0.56,0.55,0.93,0.60,2.59,0.00,0.00,0.00,0.00,-0.61,-0.61,159.79,2.51,-22.26,0.79,0.00,-0.57,0.79,0.37,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/software/niitlearningsystems/NLS,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NLS&type=stock,"NIIT Learning Systems&nbsp;<span>INE342G01023, NIITMTS, 543952</span>",NIIT Learning Systems,NLS,NIIT Learning Systems,,,https://mmb.moneycontrol.com/forum-topics/stocks/niitmts-513481.html,"4,584",333.70,2.00,15.82,21.14,79.03,16.75,16.15,21.26,88.88,88.88,121.45,29.40,24.85,22.51,16.71,16.71,24.20,20.46,18.53,13.76,13.76,18.80,24.16,10.39,0.06,0.78,1.88,1.88,"20,537.44",16.41,12.90,83.59,87.10,19.21,19.21,"5,295.01",3.20,13.23,3.37,83.58,4.60,3.37,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/nilaspaces/NILAS7450,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NILAS7450&type=stock,"Nila Spaces&nbsp;<span>INE00S901012, NILASPACES, 542231</span>",Nila Spaces,NILAS7450,Nila Spaces,MS,Miscellaneous,https://mmb.moneycontrol.com/forum-topics/stocks/nsl-510919.html,688,16.68,1.00,0.46,37.98,3.61,0.37,0.37,0.50,3.61,3.61,3.45,1.06,0.93,0.52,0.37,0.37,30.72,26.92,15.08,10.81,10.80,10.31,23.01,4.71,0.15,0.50,1.84,0.55,0.94,0.00,0.00,0.00,0.00,2.59,2.59,492.69,3.63,11.81,3.54,0.00,3.38,3.54,0.03,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NIA&type=stock,"New India Assurance Company&nbsp;<span>INE470Y01017, NIACL, 540769</span>",New India Assurance Company,NIA,New India Assurance Company,MS,Miscellaneous,https://mmb.moneycontrol.com/forum-topics/stocks/new-india-assurance-company-510631.html,"31,424",190.49,5.00,7.27,26.23,133.39,6.29,6.29,5.90,175.94,175.94,250.23,6.20,6.20,6.20,5.90,6.29,2.47,2.47,2.47,2.35,2.51,3.57,2.31,0.94,0.00,0.38,0.42,0.42,0.00,0.00,0.00,0.00,0.00,--,--,"7,806.57",0.19,7.63,0.62,0.00,0.88,0.62,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/dry-cells/indo-national/NBC,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=IN01&type=stock,"Indo-National&nbsp;<span>INE567A01028, NIPPOBATRY, 504058</span>",Indo-National,IN01,Indo-National,CN,Consumer Non-durables,https://mmb.moneycontrol.com/forum-topics/stocks/indo-national-36322.html,343,449.70,5.00,-11.73,--,599.82,165.02,165.02,180.25,584.22,584.22,623.29,223.61,205.96,201.72,162.59,165.02,35.87,33.04,32.36,26.08,26.47,28.24,28.95,17.15,0.12,0.71,1.92,1.29,1.59,0.00,0.00,0.00,0.00,52.76,52.76,349.98,0.75,2.09,0.67,0.00,0.71,0.67,0.40,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/computers-software/nintecsystems/NSL04,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NSL04&type=stock,"NINtec SYSTEMS&nbsp;<span>INE395U01014, NINSYS, 539843</span>",NINtec SYSTEMS,NSL04,NINtec SYSTEMS,IT,Information Technology,https://mmb.moneycontrol.com/forum-topics/stocks/nintec-systems-510235.html,818,439.35,10.00,15.20,28.97,25.48,14.17,14.17,15.28,33.02,33.02,75.26,20.11,19.00,18.84,14.17,14.17,26.72,25.24,25.02,18.82,18.82,42.90,54.81,23.22,0.03,1.61,2.15,2.15,0.00,0.00,0.00,0.00,0.00,124.23,124.23,808.95,5.79,21.65,5.96,0.00,13.58,5.96,0.03,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/lifehealth-insurance/nivabupahealthinsurancecompany/NBH,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NBH&type=stock,"Niva Bupa Health Insurance Company&nbsp;<span>INE995S01015, NIVABUPA, 544286</span>",Niva Bupa Health Insurance Company,NBH,Niva Bupa Health Insurance Company,,,https://mmb.moneycontrol.com/forum-topics/stocks/niva-bupa-health-531827.html,"14,956",81.84,10.00,0.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/miningminerals/nirajispatindustries/NII03,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NII03&type=stock,"Niraj Ispat Industries&nbsp;<span>INE326T01011, NIRAJISPAT</span>",Niraj Ispat Industries,NII03,Niraj Ispat Industries,,,https://mmb.moneycontrol.com/forum-topics/stocks/niraj-ispat-510394.html,19,325.80,10.00,0.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/nitco/N52,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NT01&type=stock,"Nitco&nbsp;<span>INE858F01012, NITCO, 532722</span>",Nitco,NT01,Nitco,CC,Cement & Construction,https://mmb.moneycontrol.com/forum-topics/stocks/nitco-246340.html,"2,643",113.90,10.00,-28.38,--,-18.91,-74.59,-28.11,-24.20,10.78,10.78,13.75,-0.93,-9.15,-32.41,-32.41,-32.40,-6.80,-66.53,-235.75,-235.75,-235.74,-300.52,-39.80,-80.46,1.16,0.38,1.83,0.88,0.14,0.00,0.00,0.00,0.00,-0.30,-0.30,"2,886.56",9.18,-134.99,8.56,0.00,10.92,8.56,-0.28,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/cement/nirajcementstructurals/NCS02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NCS02&type=stock,"Niraj Cement Structurals&nbsp;<span>INE368I01016, NIRAJ, 532986</span>",Niraj Cement Structurals,NCS02,Niraj Cement Structurals,,,https://mmb.moneycontrol.com/forum-topics/stocks/niraj-cement-246875.html,277,46.40,10.00,2.60,17.88,29.61,2.99,2.99,2.90,40.52,40.52,84.93,3.79,3.42,3.36,2.53,2.53,4.46,4.02,3.95,2.97,2.97,6.23,8.35,3.92,0.01,1.66,2.22,2.16,71.50,0.00,0.00,0.00,0.00,282.71,282.71,284.24,0.56,12.55,0.64,0.00,1.34,0.64,0.05,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/nitinspinners/NS12,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NS12&type=stock,"Nitin Spinners&nbsp;<span>INE229H01012, NITINSPIN, 532698</span>",Nitin Spinners,NS12,Nitin Spinners,MF,Manufacturing,https://mmb.moneycontrol.com/forum-topics/stocks/nitin-spinners-246316.html,"1,824",325.40,10.00,0.00,--,139.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/engineering/nitirajengineers/NE09,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NE10&type=stock,"Nitiraj Engineers&nbsp;<span>INE439T01012, NITIRAJ, 0</span>",Nitiraj Engineers,NE10,Nitiraj Engineers,EC,Engineering & Capital Goods,https://mmb.moneycontrol.com/forum-topics/stocks/nitiraj-engineers-510448.html,206,198.51,10.00,-0.22,--,65.19,-0.22,-0.22,3.41,65.93,65.93,44.95,3.91,0.32,0.01,-0.18,-0.22,8.69,0.71,0.01,-0.39,-0.49,-0.34,0.47,-0.28,0.04,0.59,3.16,1.11,1.45,0.00,0.00,0.00,0.00,12.57,12.57,74.76,1.62,18.65,1.58,0.00,1.07,1.58,0.00,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/nilainfrastructures/NHI,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NHI&type=stock,"Nila Infrastructures&nbsp;<span>INE937C01029, NILAINFRA, 530377</span>",Nila Infrastructures,NHI,Nila Infrastructures,RE,Retail & Real Estate,https://mmb.moneycontrol.com/forum-topics/stocks/nila-infra-244361.html,405,10.11,1.00,0.56,18.37,4.17,0.52,0.52,0.64,4.17,4.17,6.27,0.95,0.91,0.81,0.61,0.52,15.10,14.53,12.99,9.65,8.30,12.48,17.93,2.35,0.16,0.29,1.07,0.91,1.96,0.00,0.00,0.00,0.00,9.81,9.81,354.35,1.44,9.50,1.44,0.00,2.16,1.44,0.06,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/nkindustries/NKI,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NKI&type=stock,"NK Industries&nbsp;<span>INE542C01019, NKIND, 519494</span>",NK Industries,NKI,NK Industries,MS,Miscellaneous,https://mmb.moneycontrol.com/forum-topics/stocks/nk-industries-244273.html,44,74.26,10.00,-7.06,--,-573.48,-5.91,-5.91,-1.66,-579.22,-579.22,27.96,-1.78,-6.03,-6.05,-5.91,-5.91,-6.36,-21.57,-21.62,-21.13,-21.13,0.00,-0.19,-0.18,0.00,0.01,7.39,7.34,0.00,0.00,0.00,0.00,0.00,-118.79,-118.79,36.86,2.19,-34.48,2.23,0.00,-0.11,2.24,-0.09,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/nlcindia/NLC,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NLC&type=stock,"NLC India&nbsp;<span>INE589A01014, NLCINDIA, 513683</span>",NLC India,NLC,NLC India,UL,Utilities,https://mmb.moneycontrol.com/forum-topics/stocks/nlc-india-6563.html,"39,276",277.05,10.00,20.62,13.74,128.16,19.57,19.57,33.16,135.02,135.02,110.22,46.49,32.90,26.66,19.57,18.90,42.18,29.85,24.18,17.75,17.15,14.00,9.92,4.53,1.20,0.27,0.72,0.56,0.00,0.00,0.00,0.00,0.00,6.92,6.92,"59,218.31",3.87,9.19,2.22,0.00,1.81,2.22,0.08,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/software/networkpeopleservicestechnologies/NPS02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NPS02&type=stock,"Network People Services Technologies&nbsp;<span>INE0FFK01017, NPST, 544396</span>",Network People Services Technologies,NPS02,Network People Services Technologies,,,https://mmb.moneycontrol.com/forum-topics/stocks/network-people-511705.html,"3,899","1,936.90",10.00,18.81,106.88,47.62,23.31,23.27,26.86,53.49,53.49,89.33,34.85,31.30,31.13,23.31,23.31,39.01,35.04,34.84,26.09,26.09,43.58,55.33,30.96,0.09,1.55,3.56,3.56,0.00,0.00,0.00,0.00,0.00,196.96,196.96,"4,550.60",26.27,67.34,26.76,0.00,44.69,26.76,0.01,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/finance-investment/northernarccapital/NACL,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NACL&type=stock,"Northern Arc Capital&nbsp;<span>INE850M01015, NORTHARC, 544260</span>",Northern Arc Capital,NACL,Northern Arc Capital,,,https://mmb.moneycontrol.com/forum-topics/stocks/northern-arc-531327.html,"4,615",278.30,10.00,18.08,15.80,205.28,20.08,20.03,19.90,212.78,212.78,145.10,76.49,75.38,24.05,18.80,18.87,52.71,51.94,16.57,12.95,13.00,8.86,34.70,2.23,2.87,0.18,1.32,1.32,0.00,0.00,0.00,0.00,0.00,1.49,1.49,"11,916.22",5.09,9.65,1.15,0.00,0.79,1.15,0.11,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/bearings/nrbbearings/NRB,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NRB&type=stock,"NRB Bearings&nbsp;<span>INE349A01021, NRBBEARING, 530367</span>",NRB Bearings,NRB,NRB Bearings,EC,Engineering & Capital Goods,https://mmb.moneycontrol.com/forum-topics/stocks/nrb-bearings-17904.html,"2,847",285.75,2.00,8.93,32.89,96.14,8.20,8.20,13.41,94.75,94.75,123.70,23.10,18.19,11.70,8.50,8.20,18.67,14.70,9.45,6.86,6.62,8.65,18.42,6.08,0.20,0.94,2.37,1.12,2.80,30.50,19.07,69.50,80.93,20.21,20.21,"2,105.12",1.76,9.40,1.63,69.49,2.13,1.63,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NMD01&type=stock,"NMDC&nbsp;<span>INE584A01023, NMDC, 526371</span>",NMDC,NMD01,NMDC,MM,Metals & Mining,https://mmb.moneycontrol.com/forum-topics/stocks/nmdc-68630.html,"67,785",76.16,1.00,7.44,10.36,32.27,7.44,7.44,7.92,33.78,33.78,27.19,11.08,10.60,10.40,7.44,7.44,40.75,38.99,38.25,27.35,27.36,22.03,29.74,15.95,0.13,0.62,2.42,2.15,8.85,37.62,35.35,62.38,64.65,54.83,54.83,"54,251.23",2.27,5.57,2.53,62.37,2.04,2.53,0.11,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/ironsteel/nmdcsteel/NS15,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NS16&type=stock,"NMDC Steel&nbsp;<span>INE0NNS01018, NSLNISP, 543768</span>",NMDC Steel,NS16,NMDC Steel,ME,Media & Entertainment,https://mmb.moneycontrol.com/forum-topics/stocks/nmdc-steel-512179.html,"13,832",47.32,10.00,0.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NOC&type=stock,"NOCIL&nbsp;<span>INE163A01018, NOCIL, 500730</span>",NOCIL,NOC,NOCIL,CH,Chemicals,https://mmb.moneycontrol.com/forum-topics/stocks/nocil-9483.html,"3,014",173.97,10.00,5.57,32.40,106.02,6.17,6.15,9.37,105.51,105.51,83.38,10.15,6.94,6.83,6.16,6.16,12.17,8.32,8.19,7.38,7.38,5.83,6.11,5.00,0.00,0.68,5.82,4.07,5.53,48.60,31.96,51.40,68.04,94.70,94.70,"2,887.72",2.07,17.04,2.10,51.39,1.66,2.10,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/norbenteaexports/NTE,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NTE&type=stock,"Norben Tea and Exports&nbsp;<span>INE369C01017, NORBTEAEXP, 519528</span>",Norben Tea and Exports,NTE,Norben Tea and Exports,FB,Food & Beverages,https://mmb.moneycontrol.com/forum-topics/stocks/norben-tea-81110.html,82,52.00,10.00,0.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/other-agriculture-products/novaagritech/NAL,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NAL&type=stock,"Nova Agritech&nbsp;<span>INE02H701025, NOVAAGRI, 544100</span>",Nova Agritech,NAL,Nova Agritech,,,https://mmb.moneycontrol.com/forum-topics/stocks/nova-agritech-515653.html,442,47.55,2.00,2.85,16.74,23.76,3.05,3.05,3.16,23.76,23.76,31.79,4.88,4.68,4.12,2.96,2.96,15.35,14.73,12.94,9.32,9.32,12.47,19.31,8.16,0.25,0.93,2.63,2.06,5.17,0.00,0.00,0.00,0.00,8.60,8.60,420.35,1.43,9.31,1.34,0.00,1.80,1.34,0.07,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/noidatollbridgecompany/NTB,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NTB&type=stock,"Noida Toll Bridge Company&nbsp;<span>INE781B01015, NOIDATOLL, 532481</span>",Noida Toll Bridge Company,NTB,Noida Toll Bridge Company,CC,Cement & Construction,https://mmb.moneycontrol.com/forum-topics/stocks/noida-toll-29202.html,76,3.97,10.00,-12.61,--,10.38,-13.11,-13.11,-11.64,-2.14,-2.14,2.16,0.84,-0.63,-13.12,-13.11,-13.12,38.94,-29.12,-606.90,-606.82,-606.95,0.00,56.41,-298.51,-1.08,0.19,0.51,0.51,0.00,0.00,0.00,0.00,0.00,"5,224.23","5,224.23",57.80,1.44,3.69,1.23,0.00,-1.24,1.23,-4.95,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpc/NTP,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NTP&type=stock,"NTPC&nbsp;<span>INE733E01010, NTPC, 532555</span>",NTPC,NTP,NTPC,UL,Utilities,https://mmb.moneycontrol.com/forum-topics/stocks/ntpc-164775.html,"331,626",340.25,10.00,24.71,13.84,173.54,20.34,20.34,40.37,189.83,189.83,194.02,58.63,40.68,30.92,22.42,24.16,30.21,20.96,15.93,11.55,12.44,12.72,9.40,4.46,1.34,0.37,1.07,0.89,10.24,34.15,19.59,65.85,80.41,4.32,4.32,"589,970.94",3.14,10.38,1.84,65.84,1.88,1.84,0.07,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/trading/nupurrecyclers/NR02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NR03&type=stock,"Nupur Recyclers&nbsp;<span>INE0JM501013, NRL, 0</span>",Nupur Recyclers,NR03,Nupur Recyclers,,,https://mmb.moneycontrol.com/forum-topics/stocks/nupur-511825.html,497,71.81,10.00,1.96,36.69,16.96,2.11,2.11,2.61,17.15,17.15,23.06,3.64,3.41,3.14,2.37,2.11,15.79,14.77,13.59,10.27,9.12,12.27,17.67,10.01,0.11,1.22,8.57,4.63,2.32,0.00,0.00,0.00,0.00,13.43,13.43,427.02,2.70,17.08,2.59,0.00,3.49,2.59,0.04,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpcgreenenergy/NGE,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NGE&type=stock,"NTPC Green Energy&nbsp;<span>INE0ONG01011, NTPCGREEN, 544289</span>",NTPC Green Energy,NGE,NTPC Green Energy,,,https://mmb.moneycontrol.com/forum-topics/stocks/ntpc-green-energy-531649.html,"82,241",98.15,10.00,0.66,147.88,10.61,0.67,0.67,1.46,21.88,21.88,2.62,2.58,1.68,0.78,0.56,0.56,98.33,64.01,29.59,21.51,21.51,2.57,3.47,1.04,0.97,0.06,0.92,0.91,78.64,0.00,0.00,0.00,0.00,2.86,2.86,"99,290.21",44.94,45.70,38.35,0.00,4.60,38.36,0.01,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/finance-others/nuvamawealthmanagement/NWML,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NWML&type=stock,"Nuvama Wealth Management&nbsp;<span>INE531F01015, NUVAMA, 543988</span>",Nuvama Wealth Management,NWML,Nuvama Wealth Management,,,https://mmb.moneycontrol.com/forum-topics/stocks/nuvama-wealth-manage-514752.html,"24,360","6,489.00",10.00,285.35,23.67,875.57,276.66,268.54,298.01,970.18,970.18,"1,155.91",619.13,592.90,364.41,271.78,274.14,53.56,51.29,31.52,23.51,23.71,28.25,57.04,3.47,2.25,0.17,1.13,1.07,3.83,52.11,47.56,47.89,52.44,2.71,2.71,"9,480.38",2.28,4.26,5.26,47.88,6.27,5.26,0.05,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/paper/nragarwalindustries/NRA,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=NRA&type=stock,"NR Agarwal Industries&nbsp;<span>INE740D01017, NRAIL, 516082</span>",NR Agarwal Industries,NRA,NR Agarwal Industries,MF,Manufacturing,https://mmb.moneycontrol.com/forum-topics/stocks/nr-agarwal-244274.html,725,427.55,10.00,0.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moneycontrol.com/india/stockpricequote/finance-general/nalwasonsinvestment/NSI02,http://arjun.in.com/dashboard/api/profilingSuggestions.php?id=JS02&type=stock,"Nalwa Sons Investment&nbsp;<span>INE023A01030, NSIL, 532256</span>",Nalwa Sons Investment,JS02,Nalwa Sons Investment,BF,Banking & Financial Services,https://mmb.moneycontrol.com/forum-topics/stocks/nalwa-sons-5964.html,"4,068","7,607.50",10.00,84.39,93.85,"33,544.79",89.54,89.54,87.40,"32,481.41","32,481.41",243.81,124.48,124.43,124.38,87.36,90.95,51.05,51.03,51.01,35.83,37.30,0.28,0.33,0.24,0.00,0.01,"17,795.57","17,763.41",0.00,0.00,0.00,0.00,0.00,"2,316.42","2,316.42","3,115.69",24.88,48.73,24.86,0.00,0.19,24.86,0.02,,,,,,,,,,,,,,,,,,,,,,
